Area (sqft),Bedrooms,Bathrooms,Floors,Age (years),Location Quality,Price (USD)
3324.01,3.0,2.0,1.0,35.0,1.0,356144.27
3129.41,3.0,2.0,,48.0,5.0,387266.42
4555.21,5.0,,1.0,,6.0,573333.37
704.51,4.0,,,10.0,6.0,155780.49
1764.33,4.0,1.0,1.0,37.0,6.0,
4776.85,1.0,1.0,2.0,33.0,9.0,589044.1
4506.19,5.0,2.0,2.0,,1.0,499816.66
2550.46,1.0,3.0,1.0,2.0,6.0,343979.63
3290.6,5.0,2.0,,43.0,,437665.16
1748.22,1.0,1.0,1.0,45.0,8.0,257721.58
1346.55,2.0,1.0,1.0,33.0,3.0,186236.2
2586.64,3.0,3.0,1.0,,5.0,350713.97
2090.09,3.0,2.0,2.0,28.0,4.0,282343.35
3126.45,4.0,1.0,1.0,28.0,1.0,353124.2
849.81,2.0,1.0,2.0,4.0,9.0,199181.28
4884.78,3.0,1.0,2.0,9.0,5.0,552409.3
4937.95,4.0,2.0,2.0,9.0,2.0,562634.97
3641.73,,2.0,1.0,8.0,2.0,400638.08
2912.43,3.0,3.0,1.0,20.0,7.0,395241.6
1892.87,1.0,1.0,1.0,12.0,4.0,250419.51
4162.08,5.0,1.0,,9.0,1.0,445395.66
3581.29,2.0,3.0,1.0,37.0,5.0,440974.36
1231.78,4.0,1.0,1.0,10.0,2.0,159256.86
4599.17,2.0,3.0,2.0,3.0,7.0,572264.41
4201.42,4.0,3.0,1.0,,9.0,557168.68
4774.1,2.0,1.0,2.0,30.0,1.0,497034.72
3765.74,4.0,2.0,2.0,48.0,2.0,418298.02
3260.37,3.0,2.0,1.0,33.0,6.0,412197.37
2382.09,1.0,2.0,1.0,41.0,8.0,323018.93
4697.28,3.0,2.0,1.0,34.0,7.0,543155.69
4397.29,1.0,1.0,1.0,38.0,9.0,536875.94
703.48,3.0,3.0,1.0,38.0,2.0,125099.19
618.65,3.0,3.0,1.0,32.0,9.0,181180.32
2194.09,2.0,1.0,2.0,7.0,4.0,282139.86
,5.0,2.0,2.0,31.0,3.0,494037.8
4942.74,4.0,3.0,2.0,32.0,7.0,601295.31
1176.88,4.0,1.0,2.0,7.0,5.0,197021.7
3173.59,4.0,1.0,2.0,45.0,5.0,391161.63
2214.01,1.0,2.0,2.0,13.0,2.0,260661.29
4864.61,,1.0,1.0,33.0,6.0,566723.87
,4.0,3.0,1.0,7.0,6.0,548640.09
4272.48,2.0,3.0,1.0,41.0,4.0,494305.33
2609.12,3.0,1.0,2.0,6.0,5.0,334743.9
2366.69,4.0,3.0,2.0,12.0,7.0,365112.01
1730.33,5.0,1.0,2.0,20.0,8.0,297886.93
753.69,4.0,,1.0,46.0,6.0,176411.7
4391.25,1.0,2.0,1.0,31.0,5.0,498827.99
4158.05,,3.0,1.0,10.0,3.0,
4998.73,1.0,2.0,2.0,13.0,7.0,576615.34
4984.87,4.0,2.0,2.0,10.0,8.0,598675.02
2999.44,2.0,1.0,2.0,1.0,3.0,356573.02
3960.44,5.0,2.0,1.0,33.0,5.0,477874.87
4751.45,4.0,3.0,2.0,,2.0,508774.19
4323.41,2.0,3.0,,46.0,4.0,495733.15
1613.07,2.0,2.0,1.0,16.0,4.0,225895.77
2527.45,4.0,1.0,1.0,13.0,,358462.48
1081.22,4.0,2.0,1.0,24.0,3.0,173344.23
4793.23,2.0,3.0,1.0,47.0,5.0,549225.2
3227.79,2.0,3.0,1.0,26.0,5.0,400192.67
1528.89,2.0,2.0,1.0,7.0,2.0,211570.3
3522.65,4.0,2.0,2.0,16.0,9.0,488653.35
3281.58,2.0,2.0,1.0,4.0,4.0,
2111.73,1.0,3.0,2.0,11.0,9.0,336455.28
1011.01,4.0,3.0,1.0,37.0,9.0,236437.25
3522.08,1.0,3.0,1.0,17.0,,388432.44
2841.38,3.0,1.0,1.0,25.0,9.0,397442.2
,4.0,3.0,2.0,30.0,9.0,530106.2
,3.0,3.0,1.0,36.0,2.0,342450.31
4334.82,2.0,1.0,,5.0,6.0,
2983.58,,1.0,2.0,40.0,9.0,403016.1
3024.22,5.0,1.0,2.0,14.0,4.0,370078.83
4444.94,2.0,1.0,2.0,41.0,2.0,482614.4
2315.67,3.0,1.0,2.0,48.0,7.0,311714.9
1103.07,2.0,1.0,1.0,25.0,9.0,209853.95
629.52,4.0,2.0,1.0,11.0,6.0,158978.38
3898.12,2.0,2.0,2.0,,4.0,442409.54
3291.39,5.0,2.0,1.0,46.0,1.0,355781.09
3668.36,2.0,2.0,2.0,13.0,,444627.77
,3.0,3.0,2.0,0.0,3.0,211399.96
1113.67,3.0,1.0,2.0,16.0,7.0,192169.27
565.45,2.0,3.0,1.0,32.0,5.0,123058.81
,3.0,1.0,2.0,28.0,3.0,
3154.63,3.0,1.0,1.0,44.0,2.0,367433.82
2265.1,5.0,3.0,1.0,30.0,2.0,288112.97
2468.64,4.0,2.0,1.0,7.0,5.0,
4568.71,5.0,3.0,2.0,29.0,8.0,579229.01
2067.15,1.0,3.0,1.0,12.0,8.0,315173.55
,5.0,1.0,2.0,15.0,5.0,364228.07
4026.44,2.0,1.0,1.0,,2.0,448144.88
2284.44,4.0,1.0,,44.0,4.0,278318.25
3299.39,2.0,2.0,1.0,17.0,7.0,424291.02
4380.64,1.0,,2.0,34.0,6.0,524800.98
4772.84,4.0,3.0,2.0,44.0,7.0,589443.12
1161.83,3.0,2.0,2.0,18.0,5.0,184124.98
4669.64,5.0,3.0,2.0,12.0,,531804.47
2714.52,2.0,3.0,1.0,3.0,8.0,390862.07
1662.1,1.0,1.0,1.0,18.0,2.0,199868.29
2566.11,3.0,2.0,2.0,49.0,8.0,379149.29
4910.15,5.0,1.0,2.0,24.0,7.0,588921.42
2716.78,3.0,2.0,,37.0,3.0,309405.89
1979.38,5.0,1.0,2.0,30.0,4.0,265274.71
3350.3,4.0,3.0,1.0,35.0,7.0,415410.2
1580.66,3.0,2.0,2.0,3.0,,239487.5
841.38,3.0,,2.0,38.0,9.0,201506.22
1079.96,3.0,1.0,1.0,6.0,7.0,205779.06
1076.21,4.0,2.0,2.0,15.0,1.0,160197.12
1183.56,1.0,3.0,1.0,47.0,1.0,
1124.72,5.0,3.0,2.0,4.0,4.0,
3383.94,3.0,3.0,1.0,46.0,9.0,437774.02
1318.46,4.0,1.0,2.0,22.0,4.0,192891.92
2055.5,1.0,2.0,2.0,35.0,5.0,270511.02
4535.55,5.0,1.0,2.0,31.0,1.0,497350.69
2632.83,4.0,3.0,2.0,23.0,,
3504.01,,2.0,2.0,24.0,4.0,432357.28
1275.44,3.0,3.0,1.0,44.0,4.0,182113.61
1365.3,1.0,,2.0,,6.0,208181.93
683.91,4.0,2.0,1.0,18.0,6.0,158566.79
1260.21,1.0,1.0,1.0,6.0,8.0,218314.02
1753.66,3.0,2.0,1.0,43.0,9.0,283761.59
1296.55,1.0,3.0,1.0,40.0,1.0,163198.42
899.16,1.0,2.0,2.0,16.0,1.0,110303.72
,2.0,3.0,2.0,1.0,6.0,196260.14
2573.5,1.0,1.0,2.0,15.0,4.0,317379.76
1428.5,5.0,3.0,2.0,38.0,4.0,229294.59
2139.21,4.0,2.0,1.0,17.0,1.0,253787.27
2765.38,2.0,3.0,1.0,38.0,9.0,389431.24
3606.78,4.0,3.0,1.0,0.0,3.0,429917.19
676.9,4.0,2.0,2.0,2.0,5.0,153939.6
4097.35,3.0,3.0,2.0,20.0,1.0,452696.97
3325.55,3.0,2.0,2.0,29.0,8.0,438110.94
867.92,2.0,1.0,2.0,10.0,3.0,140749.01
4431.1,3.0,3.0,1.0,21.0,1.0,490658.49
4643.93,3.0,1.0,2.0,46.0,6.0,530063.71
,3.0,3.0,2.0,24.0,1.0,142602.63
1745.95,4.0,3.0,1.0,2.0,3.0,242763.42
4127.91,2.0,1.0,1.0,29.0,,481679.8
3867.17,,3.0,2.0,23.0,4.0,458400.42
1330.34,5.0,3.0,2.0,44.0,7.0,260860.76
1442.07,4.0,1.0,1.0,35.0,6.0,232588.92
2167.12,5.0,3.0,2.0,22.0,,298136.72
2680.35,1.0,2.0,1.0,7.0,8.0,366846.11
3282.15,1.0,3.0,1.0,3.0,8.0,418214.41
2160.11,5.0,3.0,2.0,,2.0,294839.22
2581.41,5.0,3.0,1.0,38.0,7.0,378077.91
3863.62,4.0,1.0,2.0,42.0,1.0,417747.21
,5.0,2.0,2.0,30.0,2.0,130292.87
1635.97,2.0,2.0,2.0,28.0,8.0,254890.85
3710.07,1.0,3.0,,35.0,1.0,386941.53
4528.43,1.0,1.0,1.0,12.0,2.0,485607.47
2802.55,5.0,1.0,2.0,40.0,1.0,312279.81
2894.51,3.0,2.0,2.0,8.0,5.0,368024.93
982.27,3.0,1.0,1.0,20.0,,188700.03
2513.36,5.0,3.0,2.0,2.0,6.0,351063.22
2896.78,2.0,3.0,2.0,24.0,6.0,381076.1
,3.0,1.0,,24.0,6.0,231270.51
1711.59,5.0,3.0,2.0,11.0,8.0,311083.72
2197.78,2.0,2.0,1.0,28.0,5.0,290174.62
590.32,2.0,3.0,1.0,10.0,7.0,166307.59
1949.36,4.0,1.0,2.0,10.0,3.0,238210.27
1451.52,2.0,2.0,1.0,48.0,9.0,258449.58
1973.74,3.0,3.0,1.0,25.0,3.0,276346.24
1038.93,3.0,,1.0,13.0,6.0,194469.11
4507.37,5.0,1.0,1.0,15.0,3.0,517958.41
3171.17,5.0,3.0,2.0,9.0,1.0,374936.15
3555.96,2.0,3.0,1.0,30.0,1.0,397348.88
4051.27,1.0,2.0,2.0,30.0,,470138.83
2742.99,4.0,3.0,2.0,35.0,4.0,376761.58
891.14,1.0,3.0,1.0,9.0,2.0,139485.81
2916.98,2.0,3.0,2.0,25.0,9.0,403501.19
3140.79,2.0,3.0,1.0,19.0,8.0,430512.07
3854.48,1.0,1.0,2.0,43.0,3.0,412471.57
2442.47,4.0,3.0,2.0,8.0,7.0,353402.82
1074.11,1.0,2.0,1.0,14.0,4.0,161509.14
1776.99,5.0,1.0,2.0,8.0,5.0,284510.75
2133.87,3.0,2.0,1.0,6.0,,298474.09
3406.63,5.0,2.0,2.0,25.0,9.0,482879.27
3068.5,3.0,2.0,2.0,23.0,7.0,415457.72
2102.44,2.0,1.0,1.0,11.0,4.0,258959.9
4939.32,4.0,1.0,1.0,19.0,8.0,602494.17
3225.99,1.0,1.0,1.0,13.0,2.0,373378.18
1567.52,4.0,3.0,,,7.0,
958.02,1.0,2.0,,15.0,1.0,135103.47
1187.87,5.0,1.0,,28.0,8.0,212088.72
,5.0,2.0,1.0,31.0,6.0,263699.76
1223.07,1.0,,1.0,18.0,5.0,173163.67
1339.55,4.0,1.0,2.0,34.0,9.0,247945.98
,1.0,,2.0,,9.0,292113.32
1280.18,2.0,2.0,2.0,31.0,3.0,185289.63
4535.44,5.0,,2.0,19.0,9.0,599894.16
861.05,2.0,1.0,2.0,39.0,,189455.19
2860.3,5.0,1.0,2.0,19.0,2.0,320969.87
2346.79,,1.0,1.0,7.0,5.0,308926.17
4920.7,3.0,3.0,2.0,34.0,2.0,554072.43
1004.18,2.0,2.0,1.0,41.0,1.0,132565.14
2290.35,2.0,2.0,,12.0,7.0,340259.35
4862.62,3.0,2.0,1.0,40.0,4.0,551528.03
4394.78,4.0,2.0,1.0,5.0,5.0,516549.96
4176.82,2.0,1.0,2.0,46.0,4.0,471223.75
1660.56,1.0,3.0,2.0,15.0,6.0,265034.28
1268.99,,1.0,2.0,4.0,2.0,156528.05
3508.89,2.0,3.0,1.0,44.0,8.0,459545.48
4682.19,4.0,2.0,2.0,33.0,,529014.06
3005.43,2.0,3.0,2.0,5.0,8.0,418170.13
3072.26,5.0,1.0,2.0,32.0,3.0,376090.44
1759.91,1.0,1.0,2.0,14.0,5.0,246709.74
3962.72,3.0,2.0,,14.0,3.0,471875.89
1341.7,5.0,1.0,2.0,,7.0,242077.31
1956.56,4.0,1.0,1.0,38.0,3.0,253191.82
2414.46,5.0,3.0,1.0,4.0,8.0,375131.54
2784.25,5.0,1.0,2.0,25.0,9.0,
1590.84,4.0,2.0,1.0,47.0,2.0,205409.21
1016.77,,2.0,1.0,16.0,3.0,145887.12
3247.79,3.0,1.0,2.0,42.0,7.0,418147.81
,2.0,2.0,1.0,46.0,,220168.2
3115.57,5.0,3.0,2.0,15.0,7.0,439047.96
1194.63,3.0,,1.0,34.0,2.0,188196.12
2665.13,2.0,1.0,2.0,37.0,4.0,327100.27
2896.65,2.0,1.0,1.0,22.0,1.0,321795.76
733.21,5.0,3.0,1.0,,5.0,181969.72
2014.72,3.0,2.0,1.0,32.0,8.0,302723.68
1104.87,5.0,1.0,1.0,28.0,1.0,137162.06
,,1.0,2.0,45.0,7.0,171659.13
4954.82,2.0,2.0,1.0,33.0,7.0,578252.75
,5.0,1.0,2.0,33.0,7.0,297226.62
4144.44,2.0,2.0,2.0,26.0,1.0,451791.38
1645.88,,2.0,1.0,,3.0,
3566.76,1.0,2.0,1.0,49.0,2.0,381738.81
3921.03,5.0,2.0,2.0,8.0,5.0,463961.68
3180.37,5.0,2.0,1.0,25.0,2.0,373348.84
2622.09,2.0,3.0,2.0,2.0,5.0,344440.53
2353.28,3.0,2.0,1.0,35.0,5.0,
2069.91,4.0,3.0,2.0,46.0,4.0,292107.36
4682.88,3.0,2.0,1.0,4.0,7.0,589140.75
,,1.0,1.0,19.0,6.0,511410.21
4842.62,4.0,3.0,2.0,19.0,2.0,551322.53
1059.34,3.0,1.0,2.0,4.0,4.0,175674.39
3788.9,1.0,2.0,2.0,9.0,7.0,483436.5
4722.53,,2.0,1.0,15.0,9.0,577135.22
1315.55,3.0,1.0,1.0,24.0,9.0,232342.08
799.23,3.0,2.0,1.0,43.0,3.0,125075.22
3835.04,1.0,1.0,1.0,24.0,1.0,381028.91
3085.13,5.0,2.0,2.0,29.0,9.0,437252.95
,,2.0,2.0,13.0,8.0,525696.51
1128.98,3.0,3.0,1.0,21.0,7.0,220209.78
4078.7,4.0,1.0,1.0,42.0,6.0,465545.88
1407.32,3.0,2.0,1.0,27.0,7.0,236761.91
1236.45,2.0,1.0,2.0,29.0,9.0,228283.29
1239.2,3.0,3.0,,18.0,6.0,216870.37
4165.59,1.0,,1.0,37.0,3.0,464141.05
3493.39,3.0,3.0,2.0,41.0,3.0,405092.91
2853.79,3.0,1.0,1.0,19.0,4.0,
2114.74,4.0,1.0,1.0,34.0,8.0,308355.69
4447.4,1.0,3.0,2.0,21.0,9.0,579130.41
2266.0,1.0,2.0,2.0,14.0,8.0,327430.4
4174.7,3.0,2.0,2.0,10.0,2.0,477228.08
,4.0,2.0,2.0,33.0,4.0,327107.92
2196.25,3.0,1.0,1.0,23.0,4.0,291481.29
2582.06,3.0,1.0,2.0,5.0,2.0,306666.83
1856.2,2.0,2.0,2.0,16.0,8.0,279245.39
3864.24,2.0,1.0,2.0,27.0,3.0,438453.82
2762.24,4.0,1.0,,49.0,2.0,322195.39
1544.96,5.0,2.0,1.0,30.0,7.0,230134.22
4548.09,2.0,3.0,1.0,35.0,1.0,475089.76
2227.51,5.0,1.0,2.0,8.0,6.0,326210.41
2945.99,1.0,1.0,2.0,9.0,3.0,355002.94
4579.12,2.0,1.0,1.0,20.0,3.0,503085.0
3309.07,2.0,1.0,1.0,33.0,5.0,402399.32
1026.04,4.0,3.0,2.0,30.0,3.0,174695.6
,5.0,2.0,1.0,28.0,4.0,549688.07
3324.69,,1.0,1.0,42.0,3.0,372637.21
2007.08,2.0,2.0,1.0,42.0,7.0,290115.22
1126.72,4.0,1.0,1.0,10.0,3.0,174556.06
4073.11,4.0,3.0,2.0,32.0,4.0,483893.85
3290.33,5.0,2.0,1.0,45.0,2.0,394500.0
2900.57,1.0,3.0,1.0,0.0,2.0,329054.95
4522.52,1.0,1.0,2.0,20.0,9.0,573263.45
4048.69,3.0,3.0,2.0,22.0,1.0,450314.08
1182.54,2.0,3.0,2.0,8.0,1.0,163133.66
1902.75,5.0,,1.0,0.0,1.0,228998.33
1618.2,2.0,1.0,2.0,20.0,3.0,214914.22
,5.0,2.0,1.0,21.0,2.0,438809.4
650.9,5.0,1.0,2.0,3.0,3.0,127735.75
3064.5,5.0,2.0,1.0,0.0,5.0,404579.71
3931.06,2.0,3.0,2.0,9.0,9.0,529917.78
4445.45,4.0,3.0,2.0,14.0,2.0,498323.94
2039.37,2.0,2.0,1.0,,1.0,242192.78
4195.66,5.0,1.0,2.0,28.0,6.0,524444.92
997.84,3.0,1.0,2.0,45.0,3.0,131134.07
4309.04,1.0,3.0,2.0,4.0,,523643.26
1073.7,5.0,2.0,2.0,28.0,6.0,219008.32
2287.79,3.0,3.0,,46.0,7.0,
4087.83,4.0,3.0,1.0,46.0,,
1174.63,5.0,1.0,1.0,26.0,1.0,155489.9
1531.63,3.0,2.0,2.0,24.0,3.0,208102.69
3750.14,5.0,3.0,2.0,15.0,3.0,467627.63
3740.16,2.0,1.0,1.0,15.0,7.0,
3385.16,3.0,3.0,1.0,35.0,3.0,398075.36
3622.77,2.0,3.0,2.0,24.0,5.0,450071.83
2942.26,2.0,1.0,,40.0,4.0,352810.64
1633.1,3.0,1.0,2.0,0.0,4.0,223333.47
2055.63,1.0,2.0,2.0,4.0,7.0,302369.84
1317.19,3.0,3.0,2.0,40.0,1.0,172809.97
4588.03,1.0,2.0,2.0,19.0,7.0,533175.73
3125.26,5.0,1.0,1.0,4.0,8.0,422115.2
2303.83,5.0,1.0,1.0,35.0,3.0,272040.12
,3.0,3.0,1.0,28.0,3.0,314708.41
4762.78,5.0,2.0,2.0,47.0,4.0,539862.02
1190.08,4.0,,1.0,,6.0,217146.25
3138.03,2.0,3.0,2.0,47.0,7.0,414406.64
2776.5,2.0,3.0,2.0,17.0,1.0,336636.22
3251.54,1.0,2.0,1.0,1.0,4.0,377736.35
581.5,5.0,1.0,2.0,15.0,7.0,164382.76
4424.56,1.0,1.0,2.0,28.0,2.0,463826.27
4694.53,2.0,3.0,2.0,32.0,1.0,
3043.1,2.0,2.0,1.0,15.0,1.0,334315.33
3634.93,5.0,2.0,2.0,34.0,6.0,481429.47
4651.25,4.0,2.0,1.0,46.0,5.0,546563.9
3682.57,4.0,1.0,2.0,42.0,1.0,401579.37
1186.43,5.0,1.0,1.0,41.0,3.0,186233.1
3093.3,5.0,2.0,2.0,16.0,7.0,427859.95
3230.22,,2.0,1.0,3.0,9.0,
2408.59,5.0,3.0,1.0,48.0,9.0,
3814.0,4.0,3.0,2.0,3.0,6.0,484742.41
4704.65,5.0,2.0,2.0,24.0,3.0,570521.4
4665.06,1.0,2.0,2.0,32.0,1.0,
2528.78,1.0,1.0,2.0,13.0,3.0,294212.07
1009.57,1.0,2.0,1.0,23.0,,145949.42
4931.79,1.0,3.0,2.0,10.0,5.0,578667.9
4275.04,3.0,1.0,1.0,24.0,8.0,530535.1
1060.98,5.0,3.0,2.0,27.0,5.0,207845.85
4643.79,2.0,3.0,1.0,6.0,1.0,499054.64
4414.53,5.0,1.0,1.0,48.0,3.0,492502.42
2834.77,3.0,3.0,1.0,35.0,5.0,382063.91
3160.74,1.0,2.0,2.0,9.0,7.0,411314.19
,3.0,3.0,2.0,48.0,5.0,304948.49
746.43,4.0,1.0,1.0,35.0,5.0,146241.18
2008.39,4.0,1.0,1.0,30.0,7.0,289497.21
4112.84,5.0,1.0,1.0,18.0,8.0,531661.26
520.84,5.0,3.0,1.0,17.0,8.0,172075.61
2000.75,2.0,2.0,1.0,48.0,7.0,287916.34
2291.76,2.0,1.0,2.0,5.0,3.0,274550.81
2918.28,4.0,2.0,1.0,27.0,2.0,365507.08
4639.35,1.0,1.0,2.0,6.0,1.0,497027.19
2058.56,3.0,2.0,2.0,37.0,6.0,299351.94
2061.29,2.0,2.0,2.0,11.0,9.0,330907.27
3818.76,2.0,2.0,1.0,40.0,3.0,426929.8
2534.98,1.0,1.0,1.0,49.0,5.0,323910.68
1510.72,1.0,3.0,1.0,33.0,9.0,262795.19
2535.98,5.0,3.0,1.0,24.0,9.0,405526.05
1133.86,3.0,3.0,2.0,16.0,,218937.96
1293.74,1.0,2.0,2.0,32.0,4.0,195128.8
2742.65,2.0,1.0,2.0,22.0,2.0,314533.22
2385.16,2.0,2.0,1.0,8.0,2.0,286592.45
4616.81,4.0,1.0,1.0,5.0,4.0,513980.82
,1.0,2.0,1.0,,1.0,235045.0
,5.0,1.0,1.0,37.0,4.0,393964.55
3345.19,,1.0,1.0,8.0,6.0,405030.81
558.93,5.0,1.0,1.0,2.0,6.0,159413.3
3485.92,2.0,2.0,2.0,,7.0,471591.79
1301.16,5.0,3.0,2.0,24.0,5.0,232846.11
4824.82,2.0,,1.0,23.0,9.0,616149.48
1168.98,2.0,2.0,2.0,46.0,2.0,
,2.0,1.0,2.0,28.0,2.0,276609.57
884.07,,1.0,2.0,43.0,4.0,146553.45
4985.93,2.0,3.0,2.0,39.0,4.0,566019.22
2759.88,4.0,3.0,1.0,25.0,4.0,352906.91
3179.23,5.0,1.0,2.0,37.0,1.0,353271.39
801.84,,3.0,1.0,34.0,4.0,161615.98
3874.82,4.0,3.0,1.0,22.0,5.0,499085.85
,1.0,1.0,2.0,3.0,9.0,266102.73
4541.24,1.0,2.0,1.0,41.0,3.0,499972.75
1423.13,1.0,3.0,2.0,13.0,3.0,207855.1
1358.09,3.0,1.0,,46.0,5.0,200755.06
664.47,1.0,3.0,1.0,,6.0,162061.6
2624.3,5.0,3.0,2.0,6.0,3.0,326907.02
3041.79,4.0,1.0,2.0,7.0,,365084.93
795.69,,3.0,1.0,41.0,8.0,194916.52
3989.87,1.0,3.0,2.0,18.0,1.0,433546.51
2539.8,3.0,3.0,1.0,1.0,2.0,300552.78
2859.76,3.0,2.0,2.0,46.0,3.0,343323.51
2483.43,4.0,2.0,1.0,0.0,6.0,338534.37
2303.43,5.0,3.0,1.0,41.0,4.0,322777.86
3018.38,2.0,1.0,1.0,37.0,4.0,361189.32
1198.58,5.0,3.0,1.0,12.0,9.0,249521.48
1318.68,1.0,3.0,1.0,41.0,6.0,203898.48
4378.04,2.0,2.0,2.0,43.0,,472784.27
4757.52,3.0,2.0,1.0,23.0,7.0,563695.49
2179.89,4.0,2.0,2.0,31.0,3.0,278993.51
1718.35,4.0,3.0,2.0,29.0,9.0,294627.81
3398.0,3.0,3.0,1.0,5.0,6.0,449482.71
2339.3,1.0,1.0,1.0,37.0,8.0,316546.52
614.24,3.0,3.0,2.0,32.0,1.0,112781.02
1202.69,1.0,3.0,1.0,43.0,2.0,166508.18
3721.88,,2.0,1.0,22.0,6.0,436256.87
3465.16,,2.0,2.0,9.0,3.0,416850.48
621.93,1.0,2.0,2.0,45.0,1.0,71124.2
1498.87,2.0,2.0,,14.0,,228748.59
1539.84,3.0,2.0,2.0,22.0,5.0,241257.66
3523.52,4.0,1.0,2.0,35.0,9.0,469600.37
588.7,3.0,1.0,2.0,0.0,6.0,143465.58
968.49,5.0,1.0,1.0,7.0,5.0,162619.22
4099.62,3.0,2.0,2.0,2.0,1.0,464208.39
1303.45,5.0,2.0,2.0,13.0,1.0,187085.99
3437.36,2.0,2.0,,16.0,1.0,368971.38
1571.82,3.0,1.0,1.0,33.0,7.0,235966.6
947.49,2.0,2.0,1.0,46.0,,182817.83
1594.27,2.0,1.0,1.0,5.0,5.0,231431.04
3750.2,1.0,2.0,1.0,4.0,4.0,422617.01
4350.63,2.0,3.0,1.0,45.0,8.0,532759.02
4235.99,2.0,1.0,2.0,40.0,8.0,538171.91
,3.0,3.0,1.0,39.0,5.0,319955.38
3506.38,3.0,1.0,1.0,28.0,,410043.71
1422.43,4.0,2.0,1.0,34.0,2.0,192666.71
1819.16,1.0,2.0,1.0,17.0,7.0,248762.19
4533.51,2.0,3.0,2.0,39.0,,545617.24
558.51,1.0,2.0,1.0,47.0,3.0,93936.81
884.79,5.0,1.0,1.0,29.0,9.0,199592.32
,2.0,2.0,2.0,14.0,9.0,268248.73
619.39,1.0,2.0,2.0,,8.0,157839.46
1316.46,4.0,1.0,2.0,15.0,1.0,153416.34
3123.69,4.0,3.0,1.0,32.0,3.0,384067.09
2396.41,2.0,3.0,2.0,9.0,2.0,279686.38
4517.02,5.0,2.0,2.0,18.0,4.0,532514.05
4178.5,4.0,1.0,2.0,36.0,2.0,466826.09
2038.18,4.0,3.0,1.0,49.0,8.0,315239.6
1667.41,5.0,3.0,1.0,2.0,1.0,222607.33
2208.62,1.0,2.0,2.0,35.0,4.0,294371.24
3156.33,4.0,1.0,,3.0,5.0,410685.99
1706.29,3.0,3.0,1.0,10.0,4.0,238453.6
3308.67,4.0,2.0,1.0,40.0,8.0,433919.43
2342.35,1.0,2.0,1.0,32.0,2.0,264436.33
2984.21,1.0,2.0,1.0,27.0,9.0,404706.61
2462.57,2.0,2.0,2.0,31.0,2.0,289237.17
1825.1,3.0,,2.0,15.0,2.0,258680.83
4768.04,1.0,1.0,2.0,8.0,2.0,511348.68
3936.23,5.0,2.0,2.0,10.0,8.0,506320.35
1130.51,3.0,2.0,1.0,5.0,3.0,168170.84
4408.11,3.0,3.0,2.0,48.0,8.0,556944.8
2693.44,5.0,,2.0,26.0,7.0,376572.75
4525.49,4.0,2.0,1.0,11.0,4.0,530485.05
4099.35,5.0,1.0,1.0,21.0,7.0,508293.25
2413.46,5.0,,,39.0,8.0,362793.98
601.11,4.0,3.0,1.0,47.0,6.0,153828.35
1709.05,4.0,1.0,2.0,36.0,6.0,244540.97
2937.35,4.0,3.0,1.0,20.0,3.0,360266.46
3350.65,4.0,1.0,1.0,32.0,5.0,430779.06
1660.49,4.0,1.0,1.0,16.0,2.0,225211.25
1127.1,5.0,2.0,1.0,28.0,5.0,187493.32
4257.19,2.0,2.0,1.0,39.0,5.0,512702.93
4929.81,,2.0,1.0,,7.0,589552.03
,1.0,3.0,2.0,17.0,4.0,350277.16
1272.56,2.0,2.0,2.0,46.0,6.0,205240.18
1725.38,2.0,2.0,2.0,12.0,9.0,290706.22
582.76,5.0,1.0,,,4.0,138916.64
4614.34,4.0,2.0,1.0,9.0,6.0,558534.29
1029.88,4.0,2.0,2.0,31.0,9.0,230122.02
,5.0,2.0,2.0,40.0,1.0,368545.3
1733.25,2.0,2.0,2.0,44.0,8.0,270534.1
2993.8,5.0,1.0,2.0,2.0,1.0,350004.32
3431.39,1.0,2.0,1.0,21.0,4.0,405327.76
4233.84,4.0,1.0,2.0,26.0,3.0,482531.28
1428.9,3.0,3.0,1.0,2.0,4.0,226480.03
549.48,1.0,2.0,1.0,32.0,7.0,133635.93
1115.99,1.0,2.0,1.0,1.0,9.0,233198.98
4550.08,5.0,2.0,2.0,10.0,9.0,582469.45
4432.51,2.0,1.0,,45.0,1.0,471797.55
3188.36,4.0,2.0,2.0,9.0,1.0,369139.9
3202.33,3.0,2.0,1.0,38.0,9.0,427766.87
3492.67,1.0,3.0,1.0,32.0,4.0,428091.61
1289.17,3.0,1.0,2.0,,3.0,202882.63
4614.85,2.0,1.0,1.0,14.0,9.0,559476.66
2384.47,2.0,3.0,2.0,25.0,5.0,328439.95
,3.0,1.0,1.0,10.0,6.0,304186.62
2835.13,4.0,2.0,1.0,37.0,,316374.69
711.35,,2.0,1.0,26.0,1.0,106620.1
1248.28,3.0,3.0,1.0,38.0,7.0,234565.91
,1.0,1.0,1.0,6.0,8.0,477525.83
872.59,3.0,1.0,1.0,0.0,8.0,188624.02
3214.18,3.0,1.0,1.0,9.0,7.0,427912.23
1604.07,5.0,3.0,2.0,20.0,9.0,312060.98
2251.83,2.0,2.0,1.0,14.0,1.0,252554.09
,4.0,3.0,1.0,29.0,2.0,239020.88
2100.53,4.0,2.0,2.0,29.0,3.0,258463.35
3735.71,5.0,3.0,2.0,7.0,5.0,482524.42
1837.05,4.0,2.0,2.0,23.0,4.0,
